tx	padj	cluster	direction	prot	product	ko	Uniprot_ID	Human_ortholog	Ortholog_names	6	7	8	9	10	11	12
XM_005088814.1	0.642544762112836	NA	NA	XP_005088871.1	cytochrome b-c1 complex subunit 7-like	K00417	P14927	UQCRB UQBP	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	8.84503472633284	8.97589470706169	8.95799788390775	8.75668168717311	8.88756755850941	8.82079717927192	8.77538912275741
XM_013080181.1	0.422805570608074	NA	NA	XP_012935635.1	solute carrier organic anion transporter family member 4C1-like		Q9H2Y9	SLCO5A1 OATP5A1 SLC21A15	Solute carrier organic anion transporter family member 5A1 (Organic anion transporter polypeptide-related protein 4) (OATP-RP4) (OATPRP4) (Solute carrier family 21 member 15)	1.60783910022411	1.56445585305539	1.71292400701884	1.57231403672695	1.60580724613509	1.62444958623234	2.10562476591257
XM_005088821.2	0.389713348887629	NA	NA	XP_005088878.1	puromycin-sensitive aminopeptidase-like isoform X2	K08776	P55786	NPEPPS PSA	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	3.36729150925783	3.41259962048225	3.21112373484838	2.71233871989056	2.95837340371486	2.13716085548173	2.75235238419105
XM_013080594.1	0.539266457201484	NA	NA	XP_012936048.1	puromycin-sensitive aminopeptidase-like isoform X2	K08776	P55786	NPEPPS PSA	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	5.12244821739915	5.09741325019087	4.85778854059645	4.94163392714056	5.16885326425771	4.44997869500973	5.0697557318292
XM_005088824.2	0.0011570295889296	P4	DOWN	XP_005088881.1	uncharacterized protein LOC101857754		O75382	TRIM3 BERP RNF22 RNF97	Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97)	4.66236828313351	4.65204076059618	4.23359369174858	4.19702952481176	4.1264359978715	3.97214913468026	4.00908147063667
XM_005088826.2	0.550945130763362	NA	NA	XP_005088883.1	tripartite motif-containing protein 59-like isoform X2	K11997	Q9C040	TRIM2 KIAA0517 RNF86	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	2.07898152488088	2.59238919362747	2.16113330603907	2.2640254226722	2.0441467846476	2.00971154323342	1.87574494887677
XM_005088825.2	0.987241825841264	NA	NA	XP_005088882.1	tripartite motif-containing protein 59-like isoform X1	K11997	Q9C040	TRIM2 KIAA0517 RNF86	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	2.93771259547081	1.98194292120207	2.68337908250224	2.38274845215822	1.78537432445235	2.45830968445973	2.71643975465036
XM_005088828.2	0.873489984117724	NA	NA	XP_005088885.1	RNA polymerase II elongation factor ELL-like	K15183	O00472	ELL2	RNA polymerase II elongation factor ELL2	1.75268587767359	1.88407287084208	1.88147983160137	1.98132312581544	1.85946666847991	1.8085573662498	1.75362518686948
XM_005088829.2	0.420132997320728	NA	NA	XP_005088886.1	uncharacterized protein LOC101858747		Q05823	RNASEL RNS4	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	5.01002615614507	5.20763119538625	5.02438647796417	4.46784329141782	4.26927927073707	4.59913139541633	4.07007358673276
XM_005088830.2	0.992933612114145	NA	NA	XP_005088887.1	uncharacterized protein LOC101858747		Q05823	RNASEL RNS4	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	3.54825770958822	2.85970380755763	3.2959011309497	3.73281434145489	4.13365902496432	3.00232710395707	3.21238921972995
XM_005088832.2	0.856542879310441	NA	NA	XP_005088889.1	small nuclear ribonucleoprotein E	K11097	P62304	SNRPE	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	6.71104034548432	6.74683826906129	6.80134816311951	6.76456736466686	6.77687536946891	6.57908256097457	6.58807710519402
XM_005088923.2	0.58823403417805	NA	NA	XP_005088980.2	cyclic AMP-responsive element-binding protein 3-like protein 1	K09048	Q96BA8	CREB3L1 OASIS PSEC0238	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1]	3.52440265270141	3.36361530186901	3.3119584367006	3.38499101911891	3.38402537776905	3.47516366129664	3.36250886837037
XM_005088834.2	0.976293855909648	NA	NA	NA	NA	NA	NA	NA	NA	7.73893463228087	7.97611030621207	7.70144739905333	7.41004647086258	7.55944762764441	7.93302460632226	7.46728275392796
XM_005088837.2	0.00160795343691359	P3	UP	XP_005088894.1	uncharacterized protein LOC101860211		P40305	IFI27	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)	3.0366201884214	3.71328175074112	4.238287086267	4.15878187140482	3.99921050912945	5.29964203049433	4.89811087830003
XM_005088836.2	0.483363058141101	NA	NA	XP_005088893.1	uncharacterized protein LOC101860211		P40305	IFI27	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)	4.36585460104593	4.08470074112222	4.61166077007424	4.5681247861604	4.52866309422121	4.92308494998015	4.57724275361376
XM_013081419.1	0.345673021424676	NA	NA	XP_012936873.1	uncharacterized protein LOC101860211		P40305	IFI27	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)	3.90934496517267	3.60204083581318	3.63214604137361	3.2382500594186	2.91030993337958	3.27796611983689	3.01002205901541
XM_005088838.2	0.309411473700229	NA	NA	XP_005088895.2	apolipoprotein D-like	K03098	P05090	APOD	Apolipoprotein D (Apo-D) (ApoD)	5.64929867802144	5.56639548739764	5.5964986397363	5.13278723989837	5.23131361358342	5.26395009100963	4.9689555418275
XM_013081624.1	0.0199454434860042	NA	NA	NA	NA	NA	NA	NA	NA	1.43443492614454	1.06527044240366	1.45223495166593	1.12061589481933	1.84004049805566	1.70913289130453	1.39893802512224
XM_005088840.2	0.0649496750763277	NA	NA	XP_005088897.1	sorting nexin-12-like	K17918	Q9UMY4	SNX12	Sorting nexin-12	7.09088474466581	6.99621339144213	6.8539370385612	6.88792118181348	6.97318144322138	6.71820827888782	6.79354957704481
XM_005088843.2	0.753422722948471	NA	NA	XP_005088900.1	coiled-coil domain-containing protein 28A-like		Q9BUN5	CCDC28B	Coiled-coil domain-containing protein 28B	1.9690632734529	1.89556331719829	1.8428142318941	2.15310864163934	1.93826532678419	2.15834513432666	1.94951858009713
XM_005088846.2	0.00376958599442182	NA	NA	XP_005088903.1	60S ribosomal protein L24	K02896	P83731	RPL24	60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24)	11.6847974242302	11.5269910086666	11.758486052975	11.4691572579193	11.712040185293	11.8863135828735	11.8751290672599
XM_013082125.1	0.989478267728959	NA	NA	NA	NA	NA	NA	NA	NA	2.07848960108396	1.99015135473026	2.04976778169225	2.01274910468504	2.03221358869555	1.91394178680903	1.94853503213344
XM_013082193.1	0.860470274819475	NA	NA	XP_012937647.1	loss of heterozygosity 12 chromosomal region 1 protein homolog	K20819	Q969J3	BORCS5 LOH12CR1	BLOC-1-related complex subunit 5 (Loss of heterozygosity 12 chromosomal region 1) (Myristoylated lysosomal protein) (Myrlysin)	3.31527506777918	3.13373785364203	2.7572483786281	2.78051221159453	3.03067854845457	2.57838587978894	2.54148557795854
XM_005088849.2	0.850045260647567	NA	NA	XP_005088906.1	loss of heterozygosity 12 chromosomal region 1 protein homolog	K20819	Q969J3	BORCS5 LOH12CR1	BLOC-1-related complex subunit 5 (Loss of heterozygosity 12 chromosomal region 1) (Myristoylated lysosomal protein) (Myrlysin)	2.80495075262615	2.68815450047169	2.49662591580561	2.54280242387019	2.45985439841709	1.74678827991978	2.37108105688687
XM_005088851.2	2.09546459712883e-06	P3	UP	XP_005088908.1	metaxin-1-like	K17776	Q13505	MTX1 MTX MTXN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	4.05186765746616	4.08857538616255	4.56025469022675	4.36765662967496	4.5231912268212	4.66074509060894	4.8239119351838
XM_005088861.1	0.0132706764023952	NA	NA	XP_005088918.1	globin-like		Q8WWM9	CYGB STAP	Cytoglobin (Histoglobin) (HGb) (Stellate cell activation-associated protein)	4.26784869227781	5.19764542812848	4.17315548908305	5.25596395126084	5.71057024370999	5.67300267067582	7.18044521771658
XM_005088865.2	0.00283306338099817	P4	DOWN	XP_005088922.1	globin		Q8WWM9	CYGB STAP	Cytoglobin (Histoglobin) (HGb) (Stellate cell activation-associated protein)	10.3835271830095	10.1071221846835	9.76002477905046	10.0169817294869	9.62910386696364	8.74658557403497	8.59202297909249
NM_001204557.1	0.662258520448628	NA	NA	NP_001191486.1	non-alpha nicotinic acetylcholine receptor subunit precursor	K05312	A0A0X1KG79	CHRNA2	Neuronal acetylcholine receptor subunit alpha-2	2.44803104130131	2.27962216588075	1.74644863275429	1.97877298006152	2.61710091171928	2.06479715608279	2.22893842543448
NM_001280809.1	0.972193630949446	NA	NA	NP_001267738.1	acetylcholine receptor subunit beta-like 1-like	K05312	A0A0X1KG79	CHRNA2	Neuronal acetylcholine receptor subunit alpha-2	0.656204107195423	0.984735871984077	0.661065709464008	0.665970171793039	0.762310356499498	0.575022526738504	0.809207942496461
XM_013080948.1	0.940741669043653	NA	NA	XP_012936402.1	acetylcholine receptor subunit alpha-like 2-like isoform X1	K05312	P32297	CHRNA3 NACHRA3	Neuronal acetylcholine receptor subunit alpha-3	2.02527544026858	1.66069206481529	1.48931897856527	1.39682957146417	1.79605903687313	1.81729011495836	1.55172086012406
XM_005088870.2	0.988553255403657	NA	NA	XP_005088927.1	cilia- and flagella-associated protein 69-like isoform X2		A5D8W1	CFAP69 C7orf63	Cilia- and flagella-associated protein 69	2.90193359303342	3.66911190665001	3.45463665730507	2.8291023514913	3.6073897313938	3.32464909282332	3.20926356830588
XM_005088872.2	0.0201429825009453	NA	NA	XP_005088929.1	cyclin-dependent kinase 13-like	K08819	J3QSD7	CDK12	Cyclin-dependent kinase 12 (Fragment)	3.05407274622171	3.05677296224776	3.04634917488492	3.00097788341667	3.06048985623556	3.27025557064451	3.22402359190454
XM_005088875.2	0.798254849039424	NA	NA	XP_005088932.1	ras-related protein Ral-A-like isoform X1	K07834	P11233	RALA RAL	Ras-related protein Ral-A	4.59529382633608	4.99299963580932	4.36464526617044	4.4973141414547	4.36504840139734	4.01798946464175	4.27610105325381
XM_013083474.1	0.899698711081066	NA	NA	XP_012938928.1	ras-related protein Ral-A-like isoform X3	K07834	P11233	RALA RAL	Ras-related protein Ral-A	4.44228131568808	4.54114368207427	4.62840272748049	4.85626229559248	4.99946600787277	4.97343673031005	4.06266467590712
XM_005088877.2	0.923544842438603	NA	NA	XP_005088934.1	ras-related protein Ral-A-like isoform X4	K07834	P11233	RALA RAL	Ras-related protein Ral-A	3.05015832458053	2.72428483452702	2.59962576596866	1.59926893358777	2.8535975446633	1.60847272331913	2.29541911591493
XM_013083673.1	0.883237083816497	NA	NA	XP_012939127.1	cell division cycle protein 23 homolog	K03355	Q9UJX2	CDC23 ANAPC8	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	2.98535359108434	2.89643989627075	2.77181185483181	2.86561156640456	2.76962496019973	2.83288361701449	2.73915973674944
XM_005088882.2	0.0455562052680871	NA	NA	XP_005088939.1	WD repeat-containing protein 54-like		Q9H977	WDR54	WD repeat-containing protein 54	3.21919048962625	3.20169593115983	2.92472773293405	2.93610931989111	2.89598631066706	2.9358940562496	2.61553465242443
XM_005088883.2	4.15648299122269e-07	P4	DOWN	XP_005088940.1	probable serine/threonine-protein kinase nek3	K09353	P52954	LBX1 LBX1H	Transcription factor LBX1 (Ladybird homeobox protein homolog 1)	5.19628320816965	5.21786192002982	4.73702268905685	4.54012161396321	4.64146257856997	2.67518615571604	3.35488206390611
XM_005088884.2	0.807177206858709	NA	NA	XP_005088941.2	uncharacterized protein KIAA0825-like		Q8IV33	KIAA0825 C5orf36	Uncharacterized protein KIAA0825	2.13711036941661	2.27252358334554	2.12548316397794	2.17459522237571	2.06005858271947	2.10243784186274	1.98892489896803
NM_001280843.1	0.0631889882596284	NA	NA	NP_001267772.1	acetylcholine receptor subunit alpha-type acr-16-like precursor	K05312	P36544	CHRNA7 NACHRA7	Neuronal acetylcholine receptor subunit alpha-7	0.119942449563595	0.624677541946118	0.946605436195896	0.437385618323423	0.276020004016407	0.15354106392497	0.518135699792429
XM_005088887.2	0.965350786288623	NA	NA	NA	NA	NA	NA	NA	NA	5.15053343659851	5.15126313697541	4.88444536351667	5.00081859376858	5.08846004214403	5.01747714301608	5.00144388932164
XM_013086454.1	0.322270909065739	NA	NA	XP_012941908.1	polypeptide N-acetylgalactosaminyltransferase 5-like	K00710	S4R3S5	GALNT6	Polypeptide N-acetylgalactosaminyltransferase 6	2.24695758617357	2.43676127785355	2.2767796670952	2.04398486026877	2.05477184935865	1.87912842587924	1.82196727848494
XM_013084103.1	0.29028535656244	NA	NA	XP_012939557.1	uncharacterized protein LOC101864570	K04987	P98161	PKD1	Polycystin-1 (PC1) (Autosomal dominant polycystic kidney disease 1 protein)	1.8887738952762	1.77267402495025	1.94136278046159	1.72143203635144	1.66707749439136	2.03816756662314	1.76732940288727
XM_005088889.2	0.000122753589004509	P2	UP	XP_005088946.2	polycystic kidney disease protein 1-like 1	K04987	Q8TDX9	PKD1L1 UNQ5785/PRO19563	Polycystic kidney disease protein 1-like 1 (PC1-like 1 protein) (Polycystin-1L1)	4.90451611684608	4.68184974223598	4.90969549472542	4.75132525162462	5.02192614751583	5.3090894246468	5.29051854103689
XM_013084241.1	0.851752374679737	NA	NA	XP_012939695.1	xaa-Pro aminopeptidase 1-like	K01262	Q9NQW7	XPNPEP1 XPNPEPL XPNPEPL1	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	3.81962853598636	3.76729899412981	3.50612115366716	3.5947326263998	3.59169551486645	3.52104242273678	3.80464497211053
XM_013084166.1	0.680872797173475	NA	NA	XP_012939620.1	xaa-Pro aminopeptidase 1-like	K01262	Q9NQW7	XPNPEP1 XPNPEPL XPNPEPL1	Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)	3.30039579045241	3.51762041429203	3.37970314098244	3.38983199751742	3.31762613350562	3.31652891693701	3.1031962459782
XM_005088891.2	0.944734274513239	NA	NA	XP_005088948.1	bifunctional coenzyme A synthase-like isoform X1	K02318	Q13057	COASY PSEC0106	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT), Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	1.7908059292823	1.17282008378844	1.26047135940908	1.8017466429206	1.95191920623759	1.34410268587453	1.81836706997395
XR_220042.2	0.492495752612756	NA	NA	NA	NA	NA	NA	NA	NA	4.51455266514707	4.92549751210233	4.69671365398307	4.58042143639092	4.69360923744005	4.08984585976877	4.32550121096629
XM_013084720.1	0.682478063371423	NA	NA	XP_012940174.1	exportin-7-like isoform X1	K18460	Q9UIA9	XPO7 KIAA0745 RANBP16	Exportin-7 (Exp7) (Ran-binding protein 16)	3.1297818852132	3.39133649487792	2.64690015757928	3.45546580044781	2.82537055018636	2.14886326547576	3.33058247296871
XM_013084753.1	0.706029088232713	NA	NA	XP_012940207.1	exportin-7-like isoform X2	K18460	Q9UIA9	XPO7 KIAA0745 RANBP16	Exportin-7 (Exp7) (Ran-binding protein 16)	1.81932014295273	1.4864426452686	2.40801755797848	1.49499657814385	2.06479853767852	2.62075066503785	1.35843924485326
XM_013084858.1	0.000261094645669503	P2	UP	NA	NA	NA	NA	NA	NA	2.08679537801771	1.85233523245838	1.77226651614106	2.21297107895992	2.02376887671124	2.468378838138	2.62646044742791
